surprise,HRV_S-D-hr_mad,neutral,HRV_RMSSD-D-HRV_HTI,HRV_CMSE-D-HRV_RMSSD,HRV_RMSSD,HRV_RMSSD-D-HRV_CMSE,happy,angry,sad,fear,HRV_RMSSD-D-HRV_SampEn,bpm-M-HRV_SampEn,ibi-D-HRV_SampEn,LowBeta_F3-D-LowBeta_PZ,Alpha_FP2-D-Theta_FP1,HighBeta_FP2-D-Fatigue,Alpha_FP2-D-Theta_F4,LowBeta_FP1-D-Gamma_F4,Alpha_F4-D-Alpha_FP2,Theta_F4-D-Alpha_F3,Theta_F4-D-Alpha_F4,Gamma_F3-D-Gamma_C4,LowBeta_F3-D-HighBeta_F3,Gamma_PZ-D-Gamma_C4,Alpha_FP1-D-Theta_F4,Gamma_C3-D-Gamma_C4,Theta_F4-D-Alpha_FP1,Gamma_C4-D-Fatigue,LowBeta_FP1-D-Fatigue,HRV_RMSSD-D-HRV_DFA,Gamma_C4,Alpha_F4-D-Theta_F4,LowBeta_F3-D-HighBeta_PZ,LowBeta_C4-D-HighBeta_C4,Theta_F4-D-Alpha_PZ,Alpha_PZ-D-Theta_F4,HighBeta_C3-D-Gamma_F3,Fatigue-D-Theta_C4,Theta_F4-D-Theta_F3,Theta_C3-D-Fatigue,Fatigue-D-Theta_F4,Fatigue-D-Alpha_C4,Gamma_F4-D-Alpha_F4,LowBeta_C3-D-LowBeta_PZ,LowBeta_C3-D-HighBeta_C3,Alpha_C4-D-Theta_PZ,HighBeta_C3-D-HighBeta_PZ,Theta_PZ-D-Theta_C4,Fatigue-D-Alpha_F4,LowBeta_FP2-D-HighBeta_FP1,Fatigue-D-Alpha_FP1,LowBeta_C4,Alpha_FP1-D-Theta_FP1,LowBeta_C3-D-HighBeta_PZ,Fatigue-D-Theta_F3,Theta_F3-D-Fatigue,sdnn-D-HRV_RMSSD,Theta_F3-D-Theta_PZ,Alpha_PZ-D-Theta_F3,LowBeta_FP2-D-HighBeta_F4,Alpha_F4-D-Gamma_F4,Theta_F3-D-Alpha_FP2,Alpha_FP1-D-Alpha_FP2,HighBeta_F3-D-HighBeta_PZ,Theta_C3-D-Theta_PZ,Theta_F4,Alpha_PZ-D-Theta_C4,Alpha_C4-D-Theta_C4,Theta_PZ-D-Theta_C3,Alpha_FP2-D-Gamma_FP1,Theta_F4-D-Gamma_FP2,HighBeta_F3-D-HighBeta_C3,Alpha_FP2-D-Theta_C3,Gamma_FP1-D-Alpha_FP2,Gamma_F4-D-Alpha_PZ,HRV_SI,Alpha_C3-D-Alpha_C4,Alpha_F3-D-Alpha_C4,Alpha_FP1-D-Fatigue,Theta_F3-D-Theta_C3,Gamma_F3-D-Gamma_C3,LowBeta_PZ-D-HighBeta_C4,Theta_F3-D-Alpha_C4,LowBeta_F3-D-LowBeta_C3,LowBeta_FP1-D-Theta_F4,HRV_LnHF-M-HRV_CorrDim,Alpha_FP1-D-Theta_FP2,Theta_C4-D-Alpha_FP2,Alpha_F3-D-Alpha_PZ,HRV_CVI-D-HRV_PI,Theta_C4-D-Theta_C3,Gamma_C3-D-Gamma_PZ,HRV_PIP-D-HRV_PSS,Alpha_C3-D-Alpha_FP2,Alpha_C4-D-Theta_F3,Alpha_F4-I,Fatigue-D-Theta_C3,HighBeta_F3-D-HighBeta_C4,LowBeta_C4-D-HighBeta_C3,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.023809524,0.65455455,0.45238096,0.69600236,0.17919667,0.72554207,0.65929973,0.45238096,0.023809524,0.023809524,0.023809524,0.67890465,0.3170014,0.6523116,0.366496,0.72029114,0.81934655,0.7896887,0.8992918,0.071035154,0.018201081,0.10543987,0.9194248,0.22135907,0.8472533,0.72290784,0.8795463,0.012145845,0.9435531,0.74473846,0.76753676,0.9779153,0.7418947,0.28933975,0.15891013,0.022808494,0.6198538,0.9368777,0.80676955,0.011921948,0.12747544,0.68787956,0.7780283,0.88771313,0.28449026,0.18727827,0.30601752,0.4920013,0.7743018,0.7735278,0.5011816,0.6122564,0.9126406,0.752367,0.1850362,0.7098602,0.26557916,0.34306416,0.50020003,0.5086876,0.58595574,0.22630179,0.51846796,0.6372725,0.42353252,0.20745541,0.028107166,0.70541024,0.7040127,0.6550646,0.25270504,0.7322696,0.48529533,0.71654516,0.7790175,0.973979,0.3267348,0.6131415,0.6564452,0.31785154,0.73253846,0.21302699,0.4873955,0.71161133,0.6514629,0.217708,0.55066866,0.81248474,0.38074073,0.5466952,0.7708876,0.44109622,0.9085722,0.5458577,0.4667548,0.410905,0.82297564,0.6964436,0.5612827,0.41440818,DJ04,4,-0.3,2.5,Regular,Negativo
0.023809524,0.66791624,0.88095236,0.7495958,0.40657213,0.7070107,0.6060944,0.023809524,0.023809524,0.023809524,0.023809524,0.67746204,0.31169343,0.6544152,0.37372136,0.76036185,0.6693386,0.7820973,0.8695438,0.095168225,0.124087855,0.14224774,0.8931018,0.18457226,0.8596203,0.7106667,0.8108957,0.04994123,0.9028343,0.7737468,0.51253873,0.9031206,0.7299625,0.2473288,0.1298428,0.18535765,0.60577863,0.674221,0.78628397,0.1474417,0.17431566,0.6787707,0.7519472,0.8363516,0.23814945,0.19090475,0.42936936,0.388824,0.72035277,0.7400244,0.6400571,0.5871083,0.83838475,0.7188936,0.12488212,0.72292686,0.21844119,0.45130977,0.35229155,0.5264802,0.696969,0.24660109,0.294729,0.5001512,0.3881295,0.2733652,0.16599067,0.6009228,0.71319306,0.6300046,0.31871042,0.87019277,0.5578608,0.79333586,0.61936504,0.7792497,0.43288496,0.52432954,0.5873867,0.42207688,0.5458344,0.55932754,0.46291357,0.50567853,0.7032107,0.23908328,0.39555863,0.75325423,0.3155488,0.5729171,0.62898815,0.48178542,0.57731515,0.2769289,0.33361855,0.55157393,0.7519748,0.6858012,0.564069,0.45004234,DJ04,4,-0.3,2.5,Regular,Negativo
0.041666668,0.6538201,0.041666668,0.7010124,0.26559204,0.638967,0.64046663,0.041666668,0.041666668,0.7916667,0.041666668,0.63571805,0.370446,0.6303481,0.31351128,0.7618319,0.6135303,0.7666295,0.8375224,0.0869056,0.3543577,0.28509614,0.8502503,0.18693283,0.84500927,0.68636525,0.7635088,0.17571786,0.86270976,0.785414,0.67073774,0.81878895,0.68411446,0.20740156,0.106040396,0.36576238,0.59157866,0.5698113,0.7794238,0.36937883,0.17602469,0.6650076,0.7651583,0.7723941,0.26725,0.21162976,0.39468944,0.38322663,0.66759413,0.716915,0.6773199,0.57947576,0.7417644,0.6273232,0.13623,0.72073174,0.22661904,0.3714593,0.42229897,0.5879323,0.7179209,0.27143207,0.18949239,0.32883182,0.29224733,0.34446526,0.34540382,0.6219797,0.5550897,0.60353845,0.32226282,0.8170191,0.5249851,0.8394854,0.6124865,0.66758245,0.5523214,0.6191032,0.6251276,0.44843748,0.56049985,0.5717318,0.4283028,0.5944617,0.6436328,0.27286693,0.57532823,0.6165269,0.24412945,0.5475021,0.6453902,0.5060434,0.4155227,0.5750219,0.2593726,0.5031495,0.6994465,0.68541706,0.4996343,0.4585886,DJ04,4,-0.3,2.5,Regular,Negativo
0.023809524,0.66924417,0.023809524,0.70638967,0.31355414,0.67188233,0.62959176,0.023809524,0.023809524,0.88095236,0.023809524,0.6764,0.20064825,0.6968262,0.31324762,0.8092925,0.60407877,0.78036493,0.75770605,0.17512543,0.30021602,0.091461025,0.7625292,0.22201893,0.80933636,0.69367033,0.7092415,0.13534084,0.79580504,0.77881444,0.64901805,0.70059884,0.7466793,0.21524693,0.10990902,0.17213175,0.6067166,0.5651939,0.7626917,0.3076166,0.21097858,0.6676079,0.71300673,0.6955116,0.3500855,0.2283948,0.6066477,0.45816916,0.62200093,0.6643912,0.75510406,0.5741468,0.785442,0.6308834,0.19865347,0.7145579,0.24907824,0.20074116,0.4307807,0.7446571,0.75654674,0.3032089,0.14466962,0.22278383,0.26308107,0.3899573,0.3159138,0.70213515,0.7568233,0.5862929,0.31721586,0.95658076,0.4491767,0.8512223,0.6223074,0.6044275,0.15883546,0.41339546,0.4791299,0.46551445,0.5324336,0.46117222,0.49994153,0.36358434,0.5561261,0.26581976,0.5705992,0.6564365,0.23212175,0.4638511,0.5945097,0.52623683,0.3498058,0.40926063,0.19107781,0.61084574,0.5871705,0.67752194,0.54816973,0.38770825,DJ04,4,-0.3,2.5,Regular,Negativo
0.041666668,0.66967124,0.041666668,0.74638,0.21764907,0.6809847,0.65094095,0.7916667,0.041666668,0.041666668,0.041666668,0.6766343,0.23342381,0.6844572,0.16886649,0.8630132,0.821569,0.7789695,0.8366813,0.20535444,0.25241378,0.083255716,0.75117797,0.2518272,0.7760608,0.6845639,0.71796936,0.18558848,0.76716745,0.7465935,0.6862462,0.7793338,0.7495926,0.17621799,0.1576045,0.14630222,0.60856026,0.7726628,0.76683575,0.24655062,0.14283995,0.67885315,0.71223384,0.7078958,0.29035744,0.22210398,0.61258125,0.44949892,0.6352621,0.7231886,0.742864,0.63907284,0.7544931,0.67833054,0.18687163,0.7466214,0.12672362,0.25771803,0.17530476,0.71850127,0.6513548,0.2978462,0.21241239,0.13873981,0.15980734,0.2138523,0.13060866,0.5734312,0.77926266,0.6525698,0.29743055,0.75374204,0.40156275,0.79627305,0.6640879,0.63367206,0.28687593,0.2802633,0.28139505,0.18057804,0.37994382,0.3822705,0.39057413,0.13658832,0.5228733,0.23731816,0.66734034,0.6417281,0.399898,0.4739942,0.7126796,0.5775513,0.49661934,0.114139624,0.3088567,0.6909605,0.7425882,0.69291097,0.33919227,0.48679572,DJ04,4,-0.3,2.5,Regular,Negativo
0.016666668,0.67330533,0.31666666,0.7799068,0.40737575,0.7360842,0.6058715,0.31666666,0.016666668,0.31666666,0.016666668,0.6834744,0.30484667,0.6571119,0.1126416,0.8610397,0.86005855,0.7756636,0.85579526,0.20421854,0.27164066,0.10340797,0.7381648,0.12731747,0.74554014,0.6753057,0.7165568,0.23469234,0.7424802,0.72430396,0.7739798,0.79320455,0.74257845,0.1983214,0.4878408,0.16724133,0.6070639,0.8220531,0.7566353,0.28710204,0.20594126,0.67769885,0.71053547,0.7955092,0.2717812,0.20444308,0.5440849,0.53335756,0.6605311,0.7242841,0.7296641,0.6451012,0.7594064,0.63721627,0.23427191,0.74948716,0.11571929,0.26892218,0.08876197,0.73216754,0.61657095,0.26238847,0.20076826,0.10129514,0.37676433,0.24655344,0.12982506,0.53833944,0.7364251,0.6400596,0.26784146,0.61180776,0.4338715,0.7537749,0.7370019,0.7127086,0.48745215,0.36300787,0.28339076,0.14861481,0.19742258,0.34716547,0.44696257,0.114370376,0.4876136,0.23860796,0.5093911,0.5630091,0.42771357,0.47788,0.809164,0.54748297,0.58249915,0.6068905,0.36998525,0.69969404,0.7550798,0.67866653,0.43029317,0.50313807,DJ04,4,-0.3,2.5,Regular,Negativo
0.01369863,0.696556,0.19178082,0.7567012,0.098852456,0.7269435,0.6779722,0.01369863,0.26027396,0.5068493,0.01369863,0.6968891,0.16360654,0.71102333,0.08099128,0.83947253,0.88262266,0.7607816,0.8463058,0.24830177,0.33020523,0.16765003,0.7248438,0.18219934,0.748894,0.65230626,0.6648528,0.33876306,0.71027356,0.7067486,0.7612671,0.7805588,0.7220002,0.21456313,0.31689972,0.26312408,0.60013586,0.7768073,0.7374558,0.41853264,0.23587543,0.6700875,0.7263183,0.80547136,0.23175637,0.3006863,0.45488325,0.43811148,0.61646825,0.7076601,0.68527037,0.6421302,0.7490146,0.5634856,0.24569035,0.74810374,0.12101168,0.09148757,0.07972033,0.75598687,0.5800499,0.25852707,0.17931284,0.08857605,0.31582594,0.27682722,0.2121396,0.517051,0.53743047,0.6287141,0.27300856,0.50291294,0.4885385,0.75351083,0.72335595,0.69189656,0.43831974,0.5226383,0.440092,0.16428804,0.15821843,0.5252298,0.39413425,0.17416395,0.49362776,0.25410467,0.5725931,0.45027396,0.4459427,0.5051358,0.6950529,0.567823,0.39696023,0.82007915,0.40883866,0.6771411,0.7359428,0.67178696,0.30274406,0.58769673,DJ04,4,-0.3,2.5,Regular,Negativo
0.018181818,0.678348,0.25454545,0.69429666,0.37892985,0.72511584,0.6135229,0.018181818,0.34545454,0.34545454,0.018181818,0.69336784,0.22829084,0.6863924,0.062574536,0.8735386,0.8036726,0.7743815,0.82174456,0.22079027,0.30861968,0.10159405,0.7457056,0.13794954,0.78940696,0.6623936,0.7093836,0.29656726,0.7636231,0.7844782,0.6837098,0.7595483,0.7431919,0.14271644,0.35264757,0.120539255,0.6104457,0.73499894,0.74671435,0.37870735,0.17276162,0.6763774,0.71497923,0.6976981,0.28280675,0.2608614,0.57816845,0.47564176,0.5808872,0.71690375,0.66578496,0.6523143,0.70263606,0.59504867,0.24202022,0.7603004,0.076293096,0.29507557,0.06487891,0.8319132,0.56206965,0.30225363,0.12913688,0.049552243,0.21151015,0.24693978,0.1687802,0.5960917,0.662803,0.6399137,0.31521165,0.7658906,0.40999112,0.7849186,0.62629855,0.6901392,0.45444924,0.39783844,0.2858318,0.11185987,0.14971815,0.4029446,0.4598105,0.06735337,0.39822963,0.2453374,0.3810285,0.46694362,0.4372377,0.4142898,0.5376784,0.5985794,0.42041537,0.7552293,0.3663547,0.7209325,0.7283897,0.6861501,0.36805215,0.50683475,DJ04,4,-0.3,2.5,Regular,Negativo
0.010989011,0.67793614,0.010989011,0.62131876,0.2065193,0.7585927,0.6533531,0.20879121,0.20879121,0.35164836,0.20879121,0.677595,0.41122496,0.61233884,0.20473677,0.8284479,0.7750893,0.76197237,0.85687673,0.21987942,0.36549821,0.18108377,0.7843198,0.18349135,0.79607856,0.65716076,0.72799057,0.3191287,0.8116805,0.75862205,0.6483872,0.82370186,0.717814,0.20783898,0.031591695,0.32578138,0.5951406,0.7915658,0.75538254,0.4269147,0.17733444,0.6693694,0.7383295,0.88407415,0.2694824,0.2450739,0.44758382,0.41184512,0.6416936,0.70832413,0.75016606,0.6359163,0.876962,0.5584018,0.17923471,0.7476424,0.12278707,0.3648133,0.112466246,0.7073701,0.6748404,0.22778754,0.16395092,0.10450874,0.2983091,0.20807832,0.26265883,0.5157536,0.5771808,0.6548208,0.27295953,0.57138973,0.503242,0.7991761,0.72348374,0.7213701,0.50769645,0.46308425,0.45364192,0.19745414,0.27827334,0.45395395,0.40951604,0.22959022,0.5752731,0.25978965,0.502201,0.45817107,0.3931959,0.5209605,0.8848576,0.5754133,0.46683905,0.81040925,0.31739047,0.657837,0.70930713,0.68512195,0.42215624,0.44986764,DJ04,4,-0.3,2.5,Regular,Negativo
0.016666668,0.27463087,0.31666666,0.27344367,0.53842145,0.52373433,0.56169015,0.016666668,0.31666666,0.31666666,0.016666668,0.11904313,0.8994979,0.034837253,0.25940105,0.772286,0.7990471,0.7604494,0.8517967,0.18730941,0.33797666,0.21843952,0.7860631,0.23984677,0.7598404,0.66634893,0.6327556,0.2785387,0.7873198,0.69882035,0.585313,0.8295523,0.70609266,0.4066633,0.44867507,0.49744067,0.57597184,0.7363484,0.7594963,0.4073698,0.2745762,0.6611856,0.7506841,0.90065855,0.12570718,0.24938041,0.29219443,0.35375172,0.71227753,0.68422604,0.88199955,0.60010266,0.8414732,0.5295687,0.14402191,0.7178268,0.23728625,0.51545703,0.22654046,0.413678,0.79805297,0.22091487,0.19249721,0.18087588,0.6290738,0.30759686,0.32868332,0.4401373,0.51195425,0.61727667,0.24343811,0.457449,0.6681308,0.80207306,0.8060072,0.5801032,0.49784347,0.5501456,0.63686955,0.3716474,0.36029902,0.79971397,0.52088183,0.5319135,0.7877029,0.27326185,0.13897933,0.5319114,0.2963012,0.61489844,0.21007538,0.47685158,0.274512,0.17684956,0.2433338,0.5385146,0.67835474,0.6625293,0.5305104,0.58936185,DT01,2,-0.3,3.5,Bueno,Negativo
0.041666668,0.4583276,0.041666668,0.18662024,0.5405645,0.4532693,0.5607911,0.041666668,0.7916667,0.041666668,0.041666668,0.26085734,0.8570293,0.1281358,0.3032208,0.7739575,0.87753993,0.7490077,0.88021475,0.3317242,0.16488045,0.17820409,0.87724394,0.11132949,0.8030385,0.6580716,0.83346164,0.31530678,0.89555573,0.8683867,0.5047189,0.9423321,0.7187114,0.2017721,0.10877308,0.117529936,0.6106711,0.8827276,0.7982963,0.10483205,0.03290796,0.6866327,0.763082,0.7063686,0.15711601,0.09194186,0.6934956,0.43508872,0.49510264,0.7784347,0.1356006,0.68493384,0.83082426,0.57022005,0.07200544,0.7546087,0.09653322,0.43608952,0.51532584,0.56792873,0.102735594,0.29850137,0.5728661,0.22305204,0.42460862,0.28814796,0.037540935,0.526186,0.7356489,0.62450135,0.42314485,0.74118596,0.5326427,0.6260076,0.46989843,0.7941067,0.8098296,0.12830961,0.33185294,0.0076419003,0.69191027,0.28327143,0.23755077,0.3045628,0.76522046,0.22594248,0.2795843,0.53265464,0.57970065,0.50639975,0.33417845,0.62739384,0.846754,0.16041787,0.4368702,0.632018,0.83162284,0.7228423,0.34721416,0.54909545,DT01,2,-0.3,3.5,Bueno,Negativo
0.016666668,0.04356114,0.6166667,0.14811257,0.87907153,0.16474767,0.036868013,0.31666666,0.016666668,0.016666668,0.016666668,0.021747466,0.88421327,0.06508775,0.366496,0.72029114,0.81934655,0.7896887,0.8992918,0.071035154,0.018201081,0.10543987,0.9194248,0.22135907,0.8472533,0.72290784,0.8795463,0.012145845,0.9435531,0.74473846,0.057733793,0.9779153,0.7418947,0.28933975,0.15891013,0.022808494,0.6198538,0.9368777,0.80676955,0.011921948,0.12747544,0.68787956,0.7780283,0.88771313,0.28449026,0.18727827,0.30601752,0.4920013,0.7743018,0.7735278,0.5011816,0.6122564,0.9126406,0.752367,0.1850362,0.7098602,0.26557916,0.8935214,0.50020003,0.5086876,0.58595574,0.22630179,0.51846796,0.6372725,0.42353252,0.20745541,0.028107166,0.70541024,0.7040127,0.6550646,0.25270504,0.7322696,0.48529533,0.71654516,0.7790175,0.973979,0.3907584,0.6131415,0.6564452,0.31785154,0.73253846,0.21302699,0.4873955,0.71161133,0.6514629,0.217708,0.06830473,0.81248474,0.38074073,0.5466952,0.12265825,0.44109622,0.9085722,0.121482596,0.4667548,0.410905,0.82297564,0.6964436,0.5612827,0.41440818,DT01,2,-0.3,3.5,Bueno,Negativo
0.009615385,0.5659559,0.30769232,0.58241403,0.5661704,0.503393,0.549415,0.1826923,0.13461539,0.35576922,0.009615385,0.5222114,0.54840994,0.5383386,0.37372136,0.76036185,0.6693386,0.7820973,0.8695438,0.095168225,0.124087855,0.14224774,0.8931018,0.18457226,0.8596203,0.7106667,0.8108957,0.04994123,0.9028343,0.7737468,0.5429593,0.9031206,0.7299625,0.2473288,0.1298428,0.18535765,0.60577863,0.674221,0.78628397,0.1474417,0.17431566,0.6787707,0.7519472,0.8363516,0.23814945,0.19090475,0.42936936,0.388824,0.72035277,0.7400244,0.6400571,0.5871083,0.83838475,0.7188936,0.12488212,0.72292686,0.21844119,0.542968,0.35229155,0.5264802,0.696969,0.24660109,0.294729,0.5001512,0.3881295,0.2733652,0.16599067,0.6009228,0.71319306,0.6300046,0.31871042,0.87019277,0.5578608,0.79333586,0.61936504,0.7792497,0.3293673,0.52432954,0.5873867,0.42207688,0.5458344,0.55932754,0.46291357,0.50567853,0.7032107,0.23908328,0.35703978,0.75325423,0.3155488,0.5729171,0.33262843,0.48178542,0.57731515,0.67276543,0.33361855,0.55157393,0.7519748,0.6858012,0.564069,0.45004234,DT01,2,-0.3,3.5,Bueno,Negativo
0.041666668,0.53816456,0.041666668,0.52041495,0.5023745,0.61852384,0.5757669,0.041666668,0.041666668,0.041666668,0.7916667,0.5033548,0.700129,0.40688825,0.31351128,0.7618319,0.6135303,0.7666295,0.8375224,0.0869056,0.3543577,0.28509614,0.8502503,0.18693283,0.84500927,0.68636525,0.7635088,0.17571786,0.86270976,0.785414,0.55714196,0.81878895,0.68411446,0.20740156,0.106040396,0.36576238,0.59157866,0.5698113,0.7794238,0.36937883,0.17602469,0.6650076,0.7651583,0.7723941,0.26725,0.21162976,0.39468944,0.38322663,0.66759413,0.716915,0.6773199,0.57947576,0.7417644,0.6273232,0.13623,0.72073174,0.22661904,0.5279524,0.42229897,0.5879323,0.7179209,0.27143207,0.18949239,0.32883182,0.29224733,0.34446526,0.34540382,0.6219797,0.5550897,0.60353845,0.32226282,0.8170191,0.5249851,0.8394854,0.6124865,0.66758245,0.6517162,0.6191032,0.6251276,0.44843748,0.56049985,0.5717318,0.4283028,0.5944617,0.6436328,0.27286693,0.38414723,0.6165269,0.24412945,0.5475021,0.35922936,0.5060434,0.4155227,0.5295795,0.2593726,0.5031495,0.6994465,0.68541706,0.4996343,0.4585886,DT01,2,-0.3,3.5,Bueno,Negativo
0.018181818,0.6342724,0.25454545,0.5917828,0.57047004,0.62313056,0.54738003,0.018181818,0.018181818,0.34545454,0.34545454,0.641984,0.23427317,0.6841369,0.31324762,0.8092925,0.60407877,0.78036493,0.75770605,0.17512543,0.30021602,0.091461025,0.7625292,0.22201893,0.80933636,0.69367033,0.7092415,0.13534084,0.79580504,0.77881444,0.44901663,0.70059884,0.7466793,0.21524693,0.10990902,0.17213175,0.6067166,0.5651939,0.7626917,0.3076166,0.21097858,0.6676079,0.71300673,0.6955116,0.3500855,0.2283948,0.6066477,0.45816916,0.62200093,0.6643912,0.75510406,0.5741468,0.785442,0.6308834,0.19865347,0.7145579,0.24907824,0.3811099,0.4307807,0.7446571,0.75654674,0.3032089,0.14466962,0.22278383,0.26308107,0.3899573,0.3159138,0.70213515,0.7568233,0.5862929,0.31721586,0.95658076,0.4491767,0.8512223,0.6223074,0.6044275,0.5814502,0.41339546,0.4791299,0.46551445,0.5324336,0.46117222,0.49994153,0.36358434,0.5561261,0.26581976,0.4902661,0.6564365,0.23212175,0.4638511,0.64144576,0.52623683,0.3498058,0.17592357,0.19107781,0.61084574,0.5871705,0.67752194,0.54816973,0.38770825,DT01,2,-0.3,3.5,Bueno,Negativo
0.05263158,0.5432892,0.7368421,0.44452974,0.6538116,0.5648339,0.49807048,0.05263158,0.05263158,0.05263158,0.05263158,0.57026833,0.41509447,0.61055976,0.16886649,0.8630132,0.821569,0.7789695,0.8366813,0.20535444,0.25241378,0.083255716,0.75117797,0.2518272,0.7760608,0.6845639,0.71796936,0.18558848,0.76716745,0.7465935,0.5652499,0.7793338,0.7495926,0.17621799,0.1576045,0.14630222,0.60856026,0.7726628,0.76683575,0.24655062,0.14283995,0.67885315,0.71223384,0.7078958,0.29035744,0.22210398,0.61258125,0.44949892,0.6352621,0.7231886,0.742864,0.63907284,0.7544931,0.67833054,0.18687163,0.7466214,0.12672362,0.4548561,0.17530476,0.71850127,0.6513548,0.2978462,0.21241239,0.13873981,0.15980734,0.2138523,0.13060866,0.5734312,0.77926266,0.6525698,0.29743055,0.75374204,0.40156275,0.79627305,0.6640879,0.63367206,0.58282745,0.2802633,0.28139505,0.18057804,0.37994382,0.3822705,0.39057413,0.13658832,0.5228733,0.23731816,0.84325665,0.6417281,0.399898,0.4739942,0.5394144,0.5775513,0.49661934,0.41732594,0.3088567,0.6909605,0.7425882,0.69291097,0.33919227,0.48679572,DT01,2,-0.3,3.5,Bueno,Negativo
0.01369863,0.6205037,0.43835616,0.57692975,0.49670658,0.5378551,0.57781893,0.01369863,0.01369863,0.5068493,0.01369863,0.5826357,0.51761407,0.5573484,0.1126416,0.8610397,0.86005855,0.7756636,0.85579526,0.20421854,0.27164066,0.10340797,0.7381648,0.12731747,0.74554014,0.6753057,0.7165568,0.23469234,0.7424802,0.72430396,0.6251288,0.79320455,0.74257845,0.1983214,0.4878408,0.16724133,0.6070639,0.8220531,0.7566353,0.28710204,0.20594126,0.67769885,0.71053547,0.7955092,0.2717812,0.20444308,0.5440849,0.53335756,0.6605311,0.7242841,0.7296641,0.6451012,0.7594064,0.63721627,0.23427191,0.74948716,0.11571929,0.34880215,0.08876197,0.73216754,0.61657095,0.26238847,0.20076826,0.10129514,0.37676433,0.24655344,0.12982506,0.53833944,0.7364251,0.6400596,0.26784146,0.61180776,0.4338715,0.7537749,0.7370019,0.7127086,0.40060058,0.36300787,0.28339076,0.14861481,0.19742258,0.34716547,0.44696257,0.114370376,0.4876136,0.23860796,0.83188045,0.5630091,0.42771357,0.47788,0.24434264,0.54748297,0.58249915,0.31626272,0.36998525,0.69969404,0.7550798,0.67866653,0.43029317,0.50313807,DT01,2,-0.3,3.5,Bueno,Negativo
0.023809524,0.35055718,0.45238096,0.44100937,0.77458656,0.2155919,0.35507312,0.023809524,0.023809524,0.45238096,0.023809524,0.4028883,0.54995525,0.5373369,0.08099128,0.83947253,0.88262266,0.7607816,0.8463058,0.24830177,0.33020523,0.16765003,0.7248438,0.18219934,0.748894,0.65230626,0.6648528,0.33876306,0.71027356,0.7067486,0.381505,0.7805588,0.7220002,0.21456313,0.31689972,0.26312408,0.60013586,0.7768073,0.7374558,0.41853264,0.23587543,0.6700875,0.7263183,0.80547136,0.23175637,0.3006863,0.45488325,0.43811148,0.61646825,0.7076601,0.68527037,0.6421302,0.7490146,0.5634856,0.24569035,0.74810374,0.12101168,0.7712904,0.07972033,0.75598687,0.5800499,0.25852707,0.17931284,0.08857605,0.31582594,0.27682722,0.2121396,0.517051,0.53743047,0.6287141,0.27300856,0.50291294,0.4885385,0.75351083,0.72335595,0.69189656,0.06654296,0.5226383,0.440092,0.16428804,0.15821843,0.5252298,0.39413425,0.17416395,0.49362776,0.25410467,0.64463675,0.45027396,0.4459427,0.5051358,0.14483039,0.567823,0.39696023,0.6299927,0.40883866,0.6771411,0.7359428,0.67178696,0.30274406,0.58769673,DT01,2,-0.3,3.5,Bueno,Negativo
0.023809524,0.53321254,0.023809524,0.49112985,0.70521796,0.4686367,0.45298532,0.45238096,0.45238096,0.023809524,0.023809524,0.48908532,0.52182263,0.5548515,0.062574536,0.8735386,0.8036726,0.7743815,0.82174456,0.22079027,0.30861968,0.10159405,0.7457056,0.13794954,0.78940696,0.6623936,0.7093836,0.29656726,0.7636231,0.7844782,0.2785469,0.7595483,0.7431919,0.14271644,0.35264757,0.120539255,0.6104457,0.73499894,0.74671435,0.37870735,0.17276162,0.6763774,0.71497923,0.6976981,0.28280675,0.2608614,0.57816845,0.47564176,0.5808872,0.71690375,0.66578496,0.6523143,0.70263606,0.59504867,0.24202022,0.7603004,0.076293096,0.6517617,0.06487891,0.8319132,0.56206965,0.30225363,0.12913688,0.049552243,0.21151015,0.24693978,0.1687802,0.5960917,0.662803,0.6399137,0.31521165,0.7658906,0.40999112,0.7849186,0.62629855,0.6901392,0.6873141,0.39783844,0.2858318,0.11185987,0.14971815,0.4029446,0.4598105,0.06735337,0.39822963,0.2453374,0.25330746,0.46694362,0.4372377,0.4142898,0.5619496,0.5985794,0.42041537,0.55684316,0.3663547,0.7209325,0.7283897,0.6861501,0.36805215,0.50683475,DT01,2,-0.3,3.5,Bueno,Negativo
